item_name,wav_path,wav_fn,language,singer,song_name,group_name,mix,falsetto,breathy,vibrato,glissando,pharyngeal,any_tech,mix_variant,label_signature,binary_role,source_item_name,source_wav_path,anchor_label,anchor_event_type,event_start_time,event_end_time,event_duration,event_mix_prob,event_mix_margin,event_mean_pitch_hz,event_chest_prob,event_falsetto_prob,clip_start_time,clip_end_time,event_offset_start_time,event_offset_end_time,event_coverage_ratio,pair_positive_item_name,pair_distance
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\positive_mix\001_ac8c087f89.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/positive_mix/001_ac8c087f89.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0000.wav,best_voice_event,falsetto,0.0,6.650023,6.650023,0.480251,0.005251,450.458405,0.046446,0.953554,2.124989,4.524989,0.0,2.4,0.360901,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.0
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\positive_mix\001_ac8c087f89.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/positive_mix/001_ac8c087f89.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0000.wav,best_voice_event,falsetto,0.0,6.650023,6.650023,0.480251,0.005251,450.458405,0.046446,0.953554,2.124989,4.524989,0.0,2.4,0.360901,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.0
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\positive_mix\001_ac8c087f89.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/positive_mix/001_ac8c087f89.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0000.wav,best_voice_event,falsetto,0.0,6.650023,6.650023,0.480251,0.005251,450.458405,0.046446,0.953554,2.124989,4.524989,0.0,2.4,0.360901,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.0
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\positive_mix\001_ac8c087f89.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/positive_mix/001_ac8c087f89.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0000.wav,best_voice_event,falsetto,0.0,6.650023,6.650023,0.480251,0.005251,450.458405,0.046446,0.953554,2.124989,4.524989,0.0,2.4,0.360901,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.0
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\positive_mix\001_ac8c087f89.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/positive_mix/001_ac8c087f89.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0000.wav,best_voice_event,falsetto,0.0,6.650023,6.650023,0.480251,0.005251,450.458405,0.046446,0.953554,2.124989,4.524989,0.0,2.4,0.360901,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.0
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\positive_mix\001_ac8c087f89.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/positive_mix/001_ac8c087f89.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0000.wav,best_voice_event,falsetto,0.0,6.650023,6.650023,0.480251,0.005251,450.458405,0.046446,0.953554,2.124989,4.524989,0.0,2.4,0.360901,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.0
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\positive_mix\001_ac8c087f89.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/positive_mix/001_ac8c087f89.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0000.wav,best_voice_event,falsetto,0.0,6.650023,6.650023,0.480251,0.005251,450.458405,0.046446,0.953554,2.124989,4.524989,0.0,2.4,0.360901,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.0
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\positive_mix\001_ac8c087f89.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/positive_mix/001_ac8c087f89.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0000.wav,best_voice_event,falsetto,0.0,6.650023,6.650023,0.480251,0.005251,450.458405,0.046446,0.953554,2.124989,4.524989,0.0,2.4,0.360901,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.0
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\positive_mix\001_ac8c087f89.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/positive_mix/001_ac8c087f89.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0000.wav,best_voice_event,falsetto,0.0,6.650023,6.650023,0.480251,0.005251,450.458405,0.046446,0.953554,2.124989,4.524989,0.0,2.4,0.360901,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.0
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\positive_mix\001_ac8c087f89.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/positive_mix/001_ac8c087f89.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0000.wav,best_voice_event,falsetto,0.0,6.650023,6.650023,0.480251,0.005251,450.458405,0.046446,0.953554,2.124989,4.524989,0.0,2.4,0.360901,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.0
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0002#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\control_negative\002_32f282708a.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/control_negative/002_32f282708a.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0002.wav,best_voice_event,falsetto,0.0,6.4,6.4,0.507092,0.032092,513.027588,0.04065,0.95935,2.0,4.4,0.0,2.4,0.375,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.086064
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0002#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\control_negative\002_32f282708a.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/control_negative/002_32f282708a.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0002.wav,best_voice_event,falsetto,0.0,6.4,6.4,0.507092,0.032092,513.027588,0.04065,0.95935,2.0,4.4,0.0,2.4,0.375,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.086064
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0002#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\control_negative\002_32f282708a.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/control_negative/002_32f282708a.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0002.wav,best_voice_event,falsetto,0.0,6.4,6.4,0.507092,0.032092,513.027588,0.04065,0.95935,2.0,4.4,0.0,2.4,0.375,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.086064
Chinese#ZH-Alto-1#Pharyngeal#我好想你#Control_Group#0010#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\control_negative\003_9bfe3e3f8d.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/control_negative/003_9bfe3e3f8d.wav,Chinese,ZH-Alto-1,我好想你,Control_Group,0,1,0,1,1,0,1,non_mix,010110,control_negative,Chinese#ZH-Alto-1#Pharyngeal#我好想你#Control_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\我好想你\Control_Group\0010.wav,best_voice_event,falsetto,0.0,9.490023,9.490023,0.551839,0.076839,577.443726,0.026778,0.973222,3.545034,5.945034,0.0,2.4,0.252897,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.206116
Chinese#ZH-Alto-1#Pharyngeal#我好想你#Control_Group#0010#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\control_negative\003_9bfe3e3f8d.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/control_negative/003_9bfe3e3f8d.wav,Chinese,ZH-Alto-1,我好想你,Control_Group,0,1,0,1,1,0,1,non_mix,010110,control_negative,Chinese#ZH-Alto-1#Pharyngeal#我好想你#Control_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\我好想你\Control_Group\0010.wav,best_voice_event,falsetto,0.0,9.490023,9.490023,0.551839,0.076839,577.443726,0.026778,0.973222,3.545034,5.945034,0.0,2.4,0.252897,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.206116
Chinese#ZH-Alto-1#Pharyngeal#我好想你#Control_Group#0010#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\control_negative\003_9bfe3e3f8d.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/control_negative/003_9bfe3e3f8d.wav,Chinese,ZH-Alto-1,我好想你,Control_Group,0,1,0,1,1,0,1,non_mix,010110,control_negative,Chinese#ZH-Alto-1#Pharyngeal#我好想你#Control_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\我好想你\Control_Group\0010.wav,best_voice_event,falsetto,0.0,9.490023,9.490023,0.551839,0.076839,577.443726,0.026778,0.973222,3.545034,5.945034,0.0,2.4,0.252897,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.206116
Chinese#ZH-Alto-1#Pharyngeal#我好想你#Control_Group#0008#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\control_negative\004_dcac873f59.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/control_negative/004_dcac873f59.wav,Chinese,ZH-Alto-1,我好想你,Control_Group,0,1,0,1,1,0,1,non_mix,010110,control_negative,Chinese#ZH-Alto-1#Pharyngeal#我好想你#Control_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\我好想你\Control_Group\0008.wav,best_voice_event,falsetto,0.0,6.890023,6.890023,0.543647,0.068647,506.100311,0.033814,0.966186,2.244989,4.644989,0.0,2.4,0.34833,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.085611
Chinese#ZH-Alto-1#Pharyngeal#我好想你#Control_Group#0008#eventpair#best_voice_event,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\curated\mix_binary_eventpair_chongbai0000_v1\snippets\control_negative\004_dcac873f59.wav,ml_dl_models/gtsinger_multitech/dataset/curated/mix_binary_eventpair_chongbai0000_v1/snippets/control_negative/004_dcac873f59.wav,Chinese,ZH-Alto-1,我好想你,Control_Group,0,1,0,1,1,0,1,non_mix,010110,control_negative,Chinese#ZH-Alto-1#Pharyngeal#我好想你#Control_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\我好想你\Control_Group\0008.wav,best_voice_event,falsetto,0.0,6.890023,6.890023,0.543647,0.068647,506.100311,0.033814,0.966186,2.244989,4.644989,0.0,2.4,0.34833,Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0000,0.085611
