wav_path,breath,anchor_ratio,anchor_time_sec,language,singer,song_name,song_key,ap_duration_sec
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0002.wav,0,0.060287,0.63,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0006.wav,0,0.053933,0.665,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0006.wav,0,0.054383,0.67,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0007.wav,0,0.092269,0.681,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0002.wav,0,0.066602,0.69,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0001.wav,0,0.05975,0.693,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0001.wav,0,0.063269,0.72,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0001.wav,0,0.066186,0.734,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0002.wav,0,0.070783,0.76,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0004.wav,0,0.069853,0.855,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0004.wav,0,0.072689,0.873,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0004.wav,0,0.072076,0.875,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0000.wav,0,0.086442,0.95,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0000.wav,0,0.090706,0.976,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0000.wav,0,0.093496,1.035,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0001.wav,1,0.15811,1.833,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.435
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0004.wav,1,0.154448,1.875,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.35
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0006.wav,1,0.162338,2.0,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.3
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0006.wav,1,0.165856,2.045,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.35
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0008.wav,0,0.383673,2.82,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0000.wav,1,0.269981,2.905,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.41
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0008.wav,0,0.346017,2.91,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0007.wav,0,0.435211,3.09,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0008.wav,0,0.364596,3.11,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0007.wav,0,0.428381,3.2,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0007.wav,0,0.447604,3.306,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0008.wav,1,0.50762,4.33,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.98
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0003.wav,1,0.30445,4.652,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.304
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0005.wav,0,0.420138,4.74,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0005.wav,0,0.412109,4.785,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0005.wav,0,0.426186,4.925,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0000.wav,0,0.469518,5.16,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0007.wav,1,0.739437,5.25,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.52
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0005.wav,1,0.472434,5.33,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.52
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0002.wav,1,0.516268,5.395,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.37
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0005.wav,1,0.465076,5.4,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.6
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0008.wav,1,0.734694,5.4,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.26
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0000.wav,0,0.491418,5.44,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0002.wav,1,0.50932,5.465,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.27
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0000.wav,1,0.508829,5.475,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.31
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0005.wav,1,0.47776,5.521,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.522
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0007.wav,1,0.747495,5.521,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.59
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0000.wav,1,0.50546,5.555,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.33
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0002.wav,0,0.537114,5.565,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0007.wav,1,0.746321,5.575,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.55
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0002.wav,0,0.540075,5.795,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0002.wav,0,0.555502,5.805,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0000.wav,0,0.544238,5.856,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0003.wav,1,0.395583,5.982,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.44
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0008.wav,1,0.717598,6.035,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.25
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0001.wav,1,0.546889,6.065,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.39
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0001.wav,1,0.533392,6.07,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.36
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0003.wav,1,0.393027,6.132,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.42
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0003.wav,1,0.408377,6.24,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.38
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0001.wav,1,0.538827,6.245,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.35
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0004.wav,1,0.511029,6.255,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.61
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0004.wav,1,0.522898,6.28,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.64
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0006.wav,1,0.52438,6.345,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.69
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0004.wav,1,0.526359,6.39,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.58
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0006.wav,1,0.520276,6.415,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.85
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0006.wav,1,0.522727,6.44,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.78
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0001.wav,0,0.58404,6.477,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0001.wav,0,0.572056,6.51,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0003.wav,0,0.417703,6.517,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0003.wav,0,0.431283,6.59,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0001.wav,0,0.575928,6.675,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0003.wav,0,0.442203,6.687,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0004.wav,0,0.566611,6.805,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0006.wav,0,0.567355,6.865,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0004.wav,0,0.567133,6.885,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0006.wav,0,0.569399,7.015,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0006.wav,0,0.570154,7.03,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0004.wav,0,0.581699,7.12,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0005.wav,1,0.650151,7.335,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.31
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0005.wav,1,0.645939,7.5,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.32
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0005.wav,1,0.660696,7.635,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.37
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0000.wav,1,0.695032,7.694,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.372
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0002.wav,1,0.809363,8.385,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.25
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Mixed_Voice_Group\0001.wav,1,0.802724,9.135,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.39
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0001.wav,1,0.814236,9.437,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,0.394
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Control_Group\0003.wav,1,0.678567,10.587,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,2.45
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\一次就好\Falsetto_Group\0003.wav,1,0.706479,10.795,Chinese,ZH-Alto-1,一次就好,Chinese/ZH-Alto-1/一次就好,2.51
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\三寸天堂\Falsetto_Group\0000.wav,0,0.082114,0.505,Chinese,ZH-Alto-1,三寸天堂,Chinese/ZH-Alto-1/三寸天堂,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\三寸天堂\Mixed_Voice_Group\0001.wav,0,0.087479,0.51,Chinese,ZH-Alto-1,三寸天堂,Chinese/ZH-Alto-1/三寸天堂,0.0
