item_name,wav_path,wav_fn,language,singer,song_name,group_name,mix,falsetto,breathy,vibrato,glissando,pharyngeal,any_tech,mix_variant,label_signature,binary_role,mined_mix_prob,mined_device
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#三寸天堂#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\三寸天堂\Control_Group\0005.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/三寸天堂/Control_Group/0005.wav,Chinese,ZH-Alto-1,三寸天堂,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.084670,cpu
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#三寸天堂#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\三寸天堂\Control_Group\0006.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/三寸天堂/Control_Group/0006.wav,Chinese,ZH-Alto-1,三寸天堂,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.089679,cpu
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#三寸天堂#Control_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\三寸天堂\Control_Group\0008.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/三寸天堂/Control_Group/0008.wav,Chinese,ZH-Alto-1,三寸天堂,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.020734,cpu
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#三寸天堂#Control_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\三寸天堂\Control_Group\0009.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/三寸天堂/Control_Group/0009.wav,Chinese,ZH-Alto-1,三寸天堂,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.114186,cpu
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#三寸天堂#Control_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\三寸天堂\Control_Group\0010.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/三寸天堂/Control_Group/0010.wav,Chinese,ZH-Alto-1,三寸天堂,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.139227,cpu
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#三寸天堂#Control_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\三寸天堂\Control_Group\0011.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/三寸天堂/Control_Group/0011.wav,Chinese,ZH-Alto-1,三寸天堂,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.109024,cpu
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#三寸天堂#Control_Group#0012,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\三寸天堂\Control_Group\0012.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/三寸天堂/Control_Group/0012.wav,Chinese,ZH-Alto-1,三寸天堂,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.176463,cpu
Chinese#ZH-Alto-1#Breathy#不再见#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\不再见\Control_Group\0000.wav,Chinese/ZH-Alto-1/Breathy/不再见/Control_Group/0000.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.124357,cpu
Chinese#ZH-Alto-1#Breathy#不再见#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\不再见\Control_Group\0001.wav,Chinese/ZH-Alto-1/Breathy/不再见/Control_Group/0001.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.250948,cpu
Chinese#ZH-Alto-1#Breathy#不再见#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\不再见\Control_Group\0002.wav,Chinese/ZH-Alto-1/Breathy/不再见/Control_Group/0002.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.375048,cpu
Chinese#ZH-Alto-1#Breathy#不再见#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\不再见\Control_Group\0004.wav,Chinese/ZH-Alto-1/Breathy/不再见/Control_Group/0004.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.161988,cpu
Chinese#ZH-Alto-1#Breathy#不再见#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\不再见\Control_Group\0006.wav,Chinese/ZH-Alto-1/Breathy/不再见/Control_Group/0006.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.422275,cpu
Chinese#ZH-Alto-1#Breathy#不再见#Control_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\不再见\Control_Group\0007.wav,Chinese/ZH-Alto-1/Breathy/不再见/Control_Group/0007.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.237048,cpu
Chinese#ZH-Alto-1#Breathy#不再见#Control_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\不再见\Control_Group\0008.wav,Chinese/ZH-Alto-1/Breathy/不再见/Control_Group/0008.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.021208,cpu
Chinese#ZH-Alto-1#Breathy#不再见#Control_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\不再见\Control_Group\0009.wav,Chinese/ZH-Alto-1/Breathy/不再见/Control_Group/0009.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,1,1,0,1,non_mix,000110,control_negative,0.164833,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0001.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0001.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.361036,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0002.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0002.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.212170,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0003.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0003.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.272079,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0004.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0004.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.147167,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0005.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0005.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.115912,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0010.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0010.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.379465,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0011.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0011.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.134580,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0013,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0013.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0013.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.166558,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0014,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0014.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0014.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.500624,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0015,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0015.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0015.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.173208,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0016,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0016.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0016.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.610142,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0017,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0017.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0017.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.543826,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0018,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0018.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0018.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.186000,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0019,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0019.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0019.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.120269,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0020,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0020.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0020.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.414617,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0021,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0021.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0021.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.403381,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0022,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0022.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0022.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.342939,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0023,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0023.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0023.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.527104,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0024,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0024.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0024.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.350187,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0025,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0025.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0025.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.621820,cpu
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0026,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0026.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0026.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.534911,cpu
Chinese#ZH-Alto-1#Breathy#云烟成雨#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Control_Group\0001.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Control_Group/0001.wav,Chinese,ZH-Alto-1,云烟成雨,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.064527,cpu
Chinese#ZH-Alto-1#Breathy#云烟成雨#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Control_Group\0002.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Control_Group/0002.wav,Chinese,ZH-Alto-1,云烟成雨,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.231211,cpu
Chinese#ZH-Alto-1#Breathy#云烟成雨#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Control_Group\0003.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Control_Group/0003.wav,Chinese,ZH-Alto-1,云烟成雨,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.100446,cpu
Chinese#ZH-Alto-1#Breathy#云烟成雨#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Control_Group\0004.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Control_Group/0004.wav,Chinese,ZH-Alto-1,云烟成雨,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.152408,cpu
Chinese#ZH-Alto-1#Breathy#云烟成雨#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Control_Group\0005.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Control_Group/0005.wav,Chinese,ZH-Alto-1,云烟成雨,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.059029,cpu
Chinese#ZH-Alto-1#Breathy#云烟成雨#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Control_Group\0006.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Control_Group/0006.wav,Chinese,ZH-Alto-1,云烟成雨,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.025698,cpu
Chinese#ZH-Alto-1#Breathy#云烟成雨#Control_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Control_Group\0007.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Control_Group/0007.wav,Chinese,ZH-Alto-1,云烟成雨,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.151632,cpu
Chinese#ZH-Alto-1#Breathy#云烟成雨#Control_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Control_Group\0008.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Control_Group/0008.wav,Chinese,ZH-Alto-1,云烟成雨,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.071124,cpu
Chinese#ZH-Alto-1#Breathy#云烟成雨#Control_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\云烟成雨\Control_Group\0009.wav,Chinese/ZH-Alto-1/Breathy/云烟成雨/Control_Group/0009.wav,Chinese,ZH-Alto-1,云烟成雨,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.190993,cpu
Chinese#ZH-Alto-1#Glissando#传奇#Control_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\传奇\Control_Group\0008.wav,Chinese/ZH-Alto-1/Glissando/传奇/Control_Group/0008.wav,Chinese,ZH-Alto-1,传奇,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.112927,cpu
Chinese#ZH-Alto-1#Glissando#传奇#Control_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\传奇\Control_Group\0009.wav,Chinese/ZH-Alto-1/Glissando/传奇/Control_Group/0009.wav,Chinese,ZH-Alto-1,传奇,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.221445,cpu
Chinese#ZH-Alto-1#Pharyngeal#你就不要想起我#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\你就不要想起我\Control_Group\0000.wav,Chinese/ZH-Alto-1/Pharyngeal/你就不要想起我/Control_Group/0000.wav,Chinese,ZH-Alto-1,你就不要想起我,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.210723,cpu
Chinese#ZH-Alto-1#Pharyngeal#你就不要想起我#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\你就不要想起我\Control_Group\0001.wav,Chinese/ZH-Alto-1/Pharyngeal/你就不要想起我/Control_Group/0001.wav,Chinese,ZH-Alto-1,你就不要想起我,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.192582,cpu
Chinese#ZH-Alto-1#Pharyngeal#你就不要想起我#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\你就不要想起我\Control_Group\0002.wav,Chinese/ZH-Alto-1/Pharyngeal/你就不要想起我/Control_Group/0002.wav,Chinese,ZH-Alto-1,你就不要想起我,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.054146,cpu
Chinese#ZH-Alto-1#Pharyngeal#你就不要想起我#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\你就不要想起我\Control_Group\0003.wav,Chinese/ZH-Alto-1/Pharyngeal/你就不要想起我/Control_Group/0003.wav,Chinese,ZH-Alto-1,你就不要想起我,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.178000,cpu
Chinese#ZH-Alto-1#Pharyngeal#你就不要想起我#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\你就不要想起我\Control_Group\0004.wav,Chinese/ZH-Alto-1/Pharyngeal/你就不要想起我/Control_Group/0004.wav,Chinese,ZH-Alto-1,你就不要想起我,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.315272,cpu
