item_name,wav_path,wav_fn,language,singer,song_name,group_name,mix,falsetto,breathy,vibrato,glissando,pharyngeal,any_tech,mix_variant,label_signature,binary_role,mined_mix_prob
Chinese#ZH-Alto-1#Pharyngeal#人质#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\人质\Control_Group\0002.wav,Chinese/ZH-Alto-1/Pharyngeal/人质/Control_Group/0002.wav,Chinese,ZH-Alto-1,人质,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#人质#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\人质\Control_Group\0003.wav,Chinese/ZH-Alto-1/Pharyngeal/人质/Control_Group/0003.wav,Chinese,ZH-Alto-1,人质,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#人质#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\人质\Control_Group\0004.wav,Chinese/ZH-Alto-1/Pharyngeal/人质/Control_Group/0004.wav,Chinese,ZH-Alto-1,人质,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Glissando#传奇#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\传奇\Control_Group\0000.wav,Chinese/ZH-Alto-1/Glissando/传奇/Control_Group/0000.wav,Chinese,ZH-Alto-1,传奇,Control_Group,0,0,0,0,0,0,0,non_mix,000000,control_negative,0.480326
Chinese#ZH-Alto-1#Glissando#你给我听好#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\你给我听好\Control_Group\0002.wav,Chinese/ZH-Alto-1/Glissando/你给我听好/Control_Group/0002.wav,Chinese,ZH-Alto-1,你给我听好,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.611914
Chinese#ZH-Alto-1#Glissando#修炼爱情#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\修炼爱情\Control_Group\0006.wav,Chinese/ZH-Alto-1/Glissando/修炼爱情/Control_Group/0006.wav,Chinese,ZH-Alto-1,修炼爱情,Control_Group,0,0,0,0,0,0,0,non_mix,000000,control_negative,0.523138
Chinese#ZH-Alto-1#Breathy#匆匆那年#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Control_Group\0001.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Control_Group/0001.wav,Chinese,ZH-Alto-1,匆匆那年,Control_Group,0,0,0,0,0,0,0,non_mix,000000,control_negative,0.505676
Chinese#ZH-Alto-1#Breathy#匆匆那年#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Control_Group\0005.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Control_Group/0005.wav,Chinese,ZH-Alto-1,匆匆那年,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.562525
Chinese#ZH-Alto-1#Breathy#匆匆那年#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Control_Group\0006.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Control_Group/0006.wav,Chinese,ZH-Alto-1,匆匆那年,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.614887
Chinese#ZH-Alto-1#Breathy#匆匆那年#Control_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Control_Group\0010.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Control_Group/0010.wav,Chinese,ZH-Alto-1,匆匆那年,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.542911
Chinese#ZH-Alto-1#Breathy#匆匆那年#Control_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Control_Group\0011.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Control_Group/0011.wav,Chinese,ZH-Alto-1,匆匆那年,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.495593
Chinese#ZH-Alto-1#Breathy#匆匆那年#Control_Group#0012,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\匆匆那年\Control_Group\0012.wav,Chinese/ZH-Alto-1/Breathy/匆匆那年/Control_Group/0012.wav,Chinese,ZH-Alto-1,匆匆那年,Control_Group,0,0,0,0,0,0,0,non_mix,000000,control_negative,0.511316
Chinese#ZH-Alto-1#Glissando#十年#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\十年\Control_Group\0003.wav,Chinese/ZH-Alto-1/Glissando/十年/Control_Group/0003.wav,Chinese,ZH-Alto-1,十年,Control_Group,0,0,0,0,0,0,0,non_mix,000000,control_negative,0.556534
Chinese#ZH-Alto-1#Glissando#十年#Control_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\十年\Control_Group\0007.wav,Chinese/ZH-Alto-1/Glissando/十年/Control_Group/0007.wav,Chinese,ZH-Alto-1,十年,Control_Group,0,0,0,0,0,0,0,non_mix,000000,control_negative,0.548545
Chinese#ZH-Alto-1#Glissando#十年#Control_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\十年\Control_Group\0009.wav,Chinese/ZH-Alto-1/Glissando/十年/Control_Group/0009.wav,Chinese,ZH-Alto-1,十年,Control_Group,0,0,0,0,0,0,0,non_mix,000000,control_negative,0.499426
Chinese#ZH-Alto-1#Vibrato#南山南#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\南山南\Control_Group\0004.wav,Chinese/ZH-Alto-1/Vibrato/南山南/Control_Group/0004.wav,Chinese,ZH-Alto-1,南山南,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.518897
Chinese#ZH-Alto-1#Vibrato#南山南#Control_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\南山南\Control_Group\0011.wav,Chinese/ZH-Alto-1/Vibrato/南山南/Control_Group/0011.wav,Chinese,ZH-Alto-1,南山南,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.486136
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#可乐#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\可乐\Control_Group\0005.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/可乐/Control_Group/0005.wav,Chinese,ZH-Alto-1,可乐,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.480785
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#可乐#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\可乐\Control_Group\0006.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/可乐/Control_Group/0006.wav,Chinese,ZH-Alto-1,可乐,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.548247
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#可乐#Control_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\可乐\Control_Group\0007.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/可乐/Control_Group/0007.wav,Chinese,ZH-Alto-1,可乐,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.661720
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#可乐#Control_Group#0014,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\可乐\Control_Group\0014.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/可乐/Control_Group/0014.wav,Chinese,ZH-Alto-1,可乐,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.565755
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#可乐#Control_Group#0015,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\可乐\Control_Group\0015.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/可乐/Control_Group/0015.wav,Chinese,ZH-Alto-1,可乐,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.630372
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#后来#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\后来\Control_Group\0000.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/后来/Control_Group/0000.wav,Chinese,ZH-Alto-1,后来,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.500290
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#后来#Control_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\后来\Control_Group\0009.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/后来/Control_Group/0009.wav,Chinese,ZH-Alto-1,后来,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.492105
Chinese#ZH-Alto-1#Vibrato#多远都要在一起#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\多远都要在一起\Control_Group\0001.wav,Chinese/ZH-Alto-1/Vibrato/多远都要在一起/Control_Group/0001.wav,Chinese,ZH-Alto-1,多远都要在一起,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.513068
Chinese#ZH-Alto-1#Vibrato#多远都要在一起#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\多远都要在一起\Control_Group\0004.wav,Chinese/ZH-Alto-1/Vibrato/多远都要在一起/Control_Group/0004.wav,Chinese,ZH-Alto-1,多远都要在一起,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.561564
Chinese#ZH-Alto-1#Vibrato#大鱼#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\大鱼\Control_Group\0005.wav,Chinese/ZH-Alto-1/Vibrato/大鱼/Control_Group/0005.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.602119
Chinese#ZH-Alto-1#Breathy#失落沙洲#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Control_Group\0004.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Control_Group/0004.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.477343
Chinese#ZH-Alto-1#Breathy#失落沙洲#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Control_Group\0005.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Control_Group/0005.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.533628
Chinese#ZH-Alto-1#Vibrato#奇妙能力歌#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\奇妙能力歌\Control_Group\0004.wav,Chinese/ZH-Alto-1/Vibrato/奇妙能力歌/Control_Group/0004.wav,Chinese,ZH-Alto-1,奇妙能力歌,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.509417
Chinese#ZH-Alto-1#Glissando#她说#Control_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\她说\Control_Group\0009.wav,Chinese/ZH-Alto-1/Glissando/她说/Control_Group/0009.wav,Chinese,ZH-Alto-1,她说,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.480853
Chinese#ZH-Alto-1#Pharyngeal#小半#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\小半\Control_Group\0000.wav,Chinese/ZH-Alto-1/Pharyngeal/小半/Control_Group/0000.wav,Chinese,ZH-Alto-1,小半,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.535304
Chinese#ZH-Alto-1#Pharyngeal#小幸运#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\小幸运\Control_Group\0000.wav,Chinese/ZH-Alto-1/Pharyngeal/小幸运/Control_Group/0000.wav,Chinese,ZH-Alto-1,小幸运,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#小幸运#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\小幸运\Control_Group\0001.wav,Chinese/ZH-Alto-1/Pharyngeal/小幸运/Control_Group/0001.wav,Chinese,ZH-Alto-1,小幸运,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#小幸运#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\小幸运\Control_Group\0002.wav,Chinese/ZH-Alto-1/Pharyngeal/小幸运/Control_Group/0002.wav,Chinese,ZH-Alto-1,小幸运,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#小幸运#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\小幸运\Control_Group\0003.wav,Chinese/ZH-Alto-1/Pharyngeal/小幸运/Control_Group/0003.wav,Chinese,ZH-Alto-1,小幸运,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#小幸运#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\小幸运\Control_Group\0004.wav,Chinese/ZH-Alto-1/Pharyngeal/小幸运/Control_Group/0004.wav,Chinese,ZH-Alto-1,小幸运,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#小幸运#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\小幸运\Control_Group\0006.wav,Chinese/ZH-Alto-1/Pharyngeal/小幸运/Control_Group/0006.wav,Chinese,ZH-Alto-1,小幸运,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#小幸运#Control_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\小幸运\Control_Group\0007.wav,Chinese/ZH-Alto-1/Pharyngeal/小幸运/Control_Group/0007.wav,Chinese,ZH-Alto-1,小幸运,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#小幸运#Control_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\小幸运\Control_Group\0008.wav,Chinese/ZH-Alto-1/Pharyngeal/小幸运/Control_Group/0008.wav,Chinese,ZH-Alto-1,小幸运,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#小幸运#Control_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\小幸运\Control_Group\0009.wav,Chinese/ZH-Alto-1/Pharyngeal/小幸运/Control_Group/0009.wav,Chinese,ZH-Alto-1,小幸运,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0001.wav,Chinese/ZH-Alto-1/Pharyngeal/崇拜/Control_Group/0001.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,0,0,1,clear_mix,100000,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0002.wav,Chinese/ZH-Alto-1/Pharyngeal/崇拜/Control_Group/0002.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0003.wav,Chinese/ZH-Alto-1/Pharyngeal/崇拜/Control_Group/0003.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0004.wav,Chinese/ZH-Alto-1/Pharyngeal/崇拜/Control_Group/0004.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0005.wav,Chinese/ZH-Alto-1/Pharyngeal/崇拜/Control_Group/0005.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0006.wav,Chinese/ZH-Alto-1/Pharyngeal/崇拜/Control_Group/0006.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
Chinese#ZH-Alto-1#Pharyngeal#崇拜#Control_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0007.wav,Chinese/ZH-Alto-1/Pharyngeal/崇拜/Control_Group/0007.wav,Chinese,ZH-Alto-1,崇拜,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,
