item_name,singer,song_name,group_name,binary_role,mix_variant,mix_prob,threshold_gap
English#EN-Tenor-1#Pharyngeal#You Belong With Me#Control_Group#0012,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.401838,0.023162
English#EN-Tenor-1#Breathy#Shallow#Control_Group#0003,EN-Tenor-1,Shallow,Control_Group,positive_mix,clear_mix,0.40151,0.02349
English#EN-Tenor-1#Glissando#Shallow#Control_Group#0003,EN-Tenor-1,Shallow,Control_Group,positive_mix,clear_mix,0.40151,0.02349
English#EN-Tenor-1#Pharyngeal#Shallow#Control_Group#0003,EN-Tenor-1,Shallow,Control_Group,positive_mix,clear_mix,0.40151,0.02349
English#EN-Tenor-1#Vibrato#Shallow#Control_Group#0003,EN-Tenor-1,Shallow,Control_Group,positive_mix,clear_mix,0.40151,0.02349
English#EN-Tenor-1#Vibrato#Enchanted#Vibrato_Group#0008,EN-Tenor-1,Enchanted,Vibrato_Group,positive_mix,clear_mix,0.400743,0.024257
English#EN-Tenor-1#Vibrato#Rolling in the Deep#Vibrato_Group#0001,EN-Tenor-1,Rolling in the Deep,Vibrato_Group,positive_mix,clear_mix,0.400234,0.024766
English#EN-Alto-1#Breathy#safe and sound#Control_Group#0013,EN-Alto-1,safe and sound,Control_Group,positive_mix,clear_mix,0.399251,0.025749
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Shallow#Mixed_Voice_Group#0003,EN-Tenor-1,Shallow,Mixed_Voice_Group,positive_mix,clear_mix,0.399172,0.025828
English#EN-Tenor-1#Vibrato#Million Reasons#Control_Group#0006,EN-Tenor-1,Million Reasons,Control_Group,positive_mix,clear_mix,0.398468,0.026532
English#EN-Alto-1#Pharyngeal#tell me that you love me#Control_Group#0008,EN-Alto-1,tell me that you love me,Control_Group,positive_mix,clear_mix,0.39775,0.02725
English#EN-Alto-1#Vibrato#if you love me for me#Control_Group#0007,EN-Alto-1,if you love me for me,Control_Group,positive_mix,clear_mix,0.397294,0.027706
English#EN-Tenor-1#Glissando#You Belong With Me#Control_Group#0011,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.396808,0.028192
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Love#Mixed_Voice_Group#0003,EN-Alto-2,My Love,Mixed_Voice_Group,positive_mix,clear_mix,0.396052,0.028948
English#EN-Alto-1#Glissando#my love#Glissando_Group#0011,EN-Alto-1,my love,Glissando_Group,positive_mix,clear_mix,0.394282,0.030718
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Seasons of Love#Mixed_Voice_Group#0001,EN-Alto-2,Seasons of Love,Mixed_Voice_Group,positive_mix,clear_mix,0.394218,0.030782
English#EN-Alto-1#Glissando#god is a girl#Glissando_Group#0003,EN-Alto-1,god is a girl,Glissando_Group,positive_mix,clear_mix,0.393985,0.031015
English#EN-Alto-1#Glissando#tell me that you love me#Glissando_Group#0003,EN-Alto-1,tell me that you love me,Glissando_Group,positive_mix,clear_mix,0.393571,0.031429
English#EN-Tenor-1#Glissando#Enchanted#Glissando_Group#0006,EN-Tenor-1,Enchanted,Glissando_Group,positive_mix,clear_mix,0.393343,0.031657
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Summertime Sadness#Mixed_Voice_Group#0004,EN-Tenor-1,Summertime Sadness,Mixed_Voice_Group,positive_mix,clear_mix,0.392785,0.032215
English#EN-Alto-1#Mixed_Voice_and_Falsetto#big big world#Mixed_Voice_Group#0013,EN-Alto-1,big big world,Mixed_Voice_Group,positive_mix,clear_mix,0.392762,0.032238
English#EN-Alto-1#Breathy#all is found#Control_Group#0013,EN-Alto-1,all is found,Control_Group,positive_mix,clear_mix,0.392349,0.032651
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Mixed_Voice_Group#0003,EN-Alto-1,seasons in the sun,Mixed_Voice_Group,positive_mix,clear_mix,0.391542,0.033458
English#EN-Alto-1#Pharyngeal#love stroy#Control_Group#0017,EN-Alto-1,love stroy,Control_Group,positive_mix,clear_mix,0.390722,0.034278
English#EN-Tenor-1#Glissando#What Was I Made For？#Control_Group#0003,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.389926,0.035074
English#EN-Alto-2#Glissando#Dream It Possible#Glissando_Group#0000,EN-Alto-2,Dream It Possible,Glissando_Group,positive_mix,clear_mix,0.389556,0.035444
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Mixed_Voice_Group#0002,EN-Alto-1,how does a moment last forever,Mixed_Voice_Group,positive_mix,clear_mix,0.389203,0.035797
English#EN-Alto-1#Pharyngeal#somewhere over the rainbow#Control_Group#0000,EN-Alto-1,somewhere over the rainbow,Control_Group,positive_mix,clear_mix,0.388404,0.036596
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Mixed_Voice_Group#0008,EN-Alto-1,you raise me up,Mixed_Voice_Group,positive_mix,clear_mix,0.387989,0.037011
English#EN-Alto-1#Glissando#for the first time in forever#Glissando_Group#0013,EN-Alto-1,for the first time in forever,Glissando_Group,positive_mix,clear_mix,0.387685,0.037315
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Mixed_Voice_Group#0015,EN-Alto-1,let it go,Mixed_Voice_Group,positive_mix,clear_mix,0.38695,0.03805
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Sparks Fly#Mixed_Voice_Group#0005,EN-Tenor-1,Sparks Fly,Mixed_Voice_Group,positive_mix,clear_mix,0.386557,0.038443
English#EN-Alto-1#Glissando#tell me that you love me#Control_Group#0001,EN-Alto-1,tell me that you love me,Control_Group,positive_mix,clear_mix,0.386476,0.038524
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let It Go#Mixed_Voice_Group#0002,EN-Alto-2,Let It Go,Mixed_Voice_Group,positive_mix,clear_mix,0.386431,0.038569
English#EN-Tenor-1#Glissando#What Was I Made For？#Control_Group#0002,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.385091,0.039909
English#EN-Alto-1#Glissando#god is a girl#Control_Group#0010,EN-Alto-1,god is a girl,Control_Group,positive_mix,clear_mix,0.384764,0.040236
English#EN-Alto-1#Pharyngeal#love stroy#Control_Group#0000,EN-Alto-1,love stroy,Control_Group,positive_mix,clear_mix,0.383992,0.041008
English#EN-Tenor-1#Vibrato#What Was I Made For？#Control_Group#0005,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.383714,0.041286
English#EN-Alto-1#Glissando#my love#Control_Group#0012,EN-Alto-1,my love,Control_Group,positive_mix,clear_mix,0.383306,0.041694
English#EN-Alto-1#Mixed_Voice_and_Falsetto#somewhere over the rainbow#Mixed_Voice_Group#0007,EN-Alto-1,somewhere over the rainbow,Mixed_Voice_Group,positive_mix,clear_mix,0.38173,0.04327
English#EN-Alto-2#Vibrato#Someone Like You#Vibrato_Group#0005,EN-Alto-2,Someone Like You,Vibrato_Group,positive_mix,clear_mix,0.381588,0.043412
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Mixed_Voice_Group#0018,EN-Alto-1,yesterday once more,Mixed_Voice_Group,positive_mix,clear_mix,0.381414,0.043586
English#EN-Tenor-1#Pharyngeal#What Was I Made For？#Control_Group#0002,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.381029,0.043971
English#EN-Tenor-1#Breathy#All I Ask#Control_Group#0006,EN-Tenor-1,All I Ask,Control_Group,positive_mix,clear_mix,0.379127,0.045873
English#EN-Tenor-1#Pharyngeal#All I Ask#Control_Group#0006,EN-Tenor-1,All I Ask,Control_Group,positive_mix,clear_mix,0.379127,0.045873
English#EN-Tenor-1#Vibrato#All I Ask#Control_Group#0006,EN-Tenor-1,All I Ask,Control_Group,positive_mix,clear_mix,0.379127,0.045873
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Mixed_Voice_Group#0019,EN-Alto-1,seasons in the sun,Mixed_Voice_Group,positive_mix,clear_mix,0.378771,0.046229
English#EN-Tenor-1#Glissando#You Belong With Me#Glissando_Group#0011,EN-Tenor-1,You Belong With Me,Glissando_Group,positive_mix,clear_mix,0.378685,0.046315
English#EN-Alto-1#Breathy#all is found#Breathy_Group#0003,EN-Alto-1,all is found,Breathy_Group,positive_mix,breathy_mix,0.37812,0.04688
English#EN-Alto-1#Glissando#my love#Glissando_Group#0005,EN-Alto-1,my love,Glissando_Group,positive_mix,clear_mix,0.378047,0.046953
English#EN-Alto-1#Glissando#my love#Control_Group#0004,EN-Alto-1,my love,Control_Group,positive_mix,clear_mix,0.376427,0.048573
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Mixed_Voice_Group#0014,EN-Alto-1,let it go,Mixed_Voice_Group,positive_mix,clear_mix,0.376217,0.048783
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Lemon Tree#Mixed_Voice_Group#0003,EN-Alto-2,Lemon Tree,Mixed_Voice_Group,positive_mix,clear_mix,0.376106,0.048894
English#EN-Alto-2#Vibrato#Someone Like You#Control_Group#0001,EN-Alto-2,Someone Like You,Control_Group,positive_mix,clear_mix,0.376004,0.048996
English#EN-Alto-1#Glissando#for the first time in forever#Glissando_Group#0011,EN-Alto-1,for the first time in forever,Glissando_Group,positive_mix,clear_mix,0.375313,0.049687
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Mixed_Voice_Group#0014,EN-Alto-1,yesterday once more,Mixed_Voice_Group,positive_mix,clear_mix,0.375098,0.049902
English#EN-Alto-1#Pharyngeal#monsters#Control_Group#0011,EN-Alto-1,monsters,Control_Group,positive_mix,clear_mix,0.374877,0.050123
English#EN-Alto-2#Vibrato#Fly Me to the Moon#Vibrato_Group#0004,EN-Alto-2,Fly Me to the Moon,Vibrato_Group,positive_mix,clear_mix,0.374275,0.050725
English#EN-Alto-2#Pharyngeal#Dream It Possible#Control_Group#0003,EN-Alto-2,Dream It Possible,Control_Group,positive_mix,clear_mix,0.374248,0.050752
English#EN-Tenor-1#Vibrato#Rolling in the Deep#Vibrato_Group#0005,EN-Tenor-1,Rolling in the Deep,Vibrato_Group,positive_mix,clear_mix,0.374135,0.050865
English#EN-Tenor-1#Glissando#I Knew You Were Trouble#Control_Group#0005,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.374073,0.050927
English#EN-Tenor-1#Glissando#Stay#Control_Group#0005,EN-Tenor-1,Stay,Control_Group,positive_mix,clear_mix,0.373989,0.051011
English#EN-Alto-1#Pharyngeal#who says#Pharyngeal_Group#0001,EN-Alto-1,who says,Pharyngeal_Group,positive_mix,clear_mix,0.373686,0.051314
English#EN-Alto-1#Mixed_Voice_and_Falsetto#god is a girl#Mixed_Voice_Group#0002,EN-Alto-1,god is a girl,Mixed_Voice_Group,positive_mix,clear_mix,0.373438,0.051562
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Yesterday Once More#Mixed_Voice_Group#0006,EN-Alto-2,Yesterday Once More,Mixed_Voice_Group,positive_mix,clear_mix,0.373005,0.051995
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Enchanted#Mixed_Voice_Group#0000,EN-Tenor-1,Enchanted,Mixed_Voice_Group,positive_mix,clear_mix,0.37269,0.05231
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Mixed_Voice_Group#0016,EN-Alto-1,seasons in the sun,Mixed_Voice_Group,positive_mix,clear_mix,0.371824,0.053176
English#EN-Alto-1#Glissando#trouble is a friend#Glissando_Group#0012,EN-Alto-1,trouble is a friend,Glissando_Group,positive_mix,clear_mix,0.37158,0.05342
English#EN-Alto-1#Mixed_Voice_and_Falsetto#god is a girl#Mixed_Voice_Group#0005,EN-Alto-1,god is a girl,Mixed_Voice_Group,positive_mix,clear_mix,0.371315,0.053685
English#EN-Tenor-1#Glissando#Million Reasons#Glissando_Group#0006,EN-Tenor-1,Million Reasons,Glissando_Group,positive_mix,clear_mix,0.370804,0.054196
English#EN-Alto-2#Vibrato#My Heart Will Go On#Vibrato_Group#0006,EN-Alto-2,My Heart Will Go On,Vibrato_Group,positive_mix,clear_mix,0.370259,0.054741
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0007,EN-Alto-2,My Heart Will Go On,Breathy_Group,positive_mix,breathy_mix,0.36964,0.05536
English#EN-Alto-2#Vibrato#Someone You Loved#Vibrato_Group#0003,EN-Alto-2,Someone You Loved,Vibrato_Group,positive_mix,clear_mix,0.369468,0.055532
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hey Jude#Mixed_Voice_Group#0001,EN-Alto-2,Hey Jude,Mixed_Voice_Group,positive_mix,clear_mix,0.368972,0.056028
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Mixed_Voice_Group#0006,EN-Alto-1,my love,Mixed_Voice_Group,positive_mix,clear_mix,0.368629,0.056371
English#EN-Alto-1#Pharyngeal#clouds#Control_Group#0010,EN-Alto-1,clouds,Control_Group,positive_mix,clear_mix,0.368535,0.056465
English#EN-Tenor-1#Vibrato#Always Remember Us This Way#Control_Group#0006,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.368532,0.056468
English#EN-Alto-1#Mixed_Voice_and_Falsetto#la vie en rose#Mixed_Voice_Group#0002,EN-Alto-1,la vie en rose,Mixed_Voice_Group,positive_mix,clear_mix,0.367632,0.057368
English#EN-Alto-1#Glissando#tell me that you love me#Glissando_Group#0000,EN-Alto-1,tell me that you love me,Glissando_Group,positive_mix,clear_mix,0.367147,0.057853
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Look What You Make Me Do#Mixed_Voice_Group#0000,EN-Tenor-1,Look What You Make Me Do,Mixed_Voice_Group,positive_mix,clear_mix,0.366946,0.058054
English#EN-Alto-1#Glissando#tell me that you love me#Glissando_Group#0007,EN-Alto-1,tell me that you love me,Glissando_Group,positive_mix,clear_mix,0.364621,0.060379
English#EN-Alto-1#Vibrato#my heart will go on#Control_Group#0004,EN-Alto-1,my heart will go on,Control_Group,positive_mix,clear_mix,0.364598,0.060402
English#EN-Alto-2#Breathy#My Love#Control_Group#0003,EN-Alto-2,My Love,Control_Group,positive_mix,clear_mix,0.364048,0.060952
English#EN-Alto-2#Pharyngeal#My Love#Control_Group#0003,EN-Alto-2,My Love,Control_Group,positive_mix,clear_mix,0.364048,0.060952
English#EN-Tenor-1#Vibrato#You Belong With Me#Control_Group#0010,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.36393,0.06107
English#EN-Tenor-1#Vibrato#Long Live#Vibrato_Group#0002,EN-Tenor-1,Long Live,Vibrato_Group,positive_mix,clear_mix,0.36388,0.06112
English#EN-Alto-2#Breathy#Someone Like You#Control_Group#0000,EN-Alto-2,Someone Like You,Control_Group,positive_mix,clear_mix,0.363542,0.061458
English#EN-Alto-2#Glissando#Someone Like You#Control_Group#0000,EN-Alto-2,Someone Like You,Control_Group,positive_mix,clear_mix,0.363542,0.061458
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Mixed_Voice_Group#0000,EN-Alto-2,Someone Like You,Mixed_Voice_Group,positive_mix,clear_mix,0.363542,0.061458
English#EN-Alto-2#Pharyngeal#Someone Like You#Control_Group#0000,EN-Alto-2,Someone Like You,Control_Group,positive_mix,clear_mix,0.363542,0.061458
English#EN-Alto-2#Vibrato#Someone Like You#Control_Group#0000,EN-Alto-2,Someone Like You,Control_Group,positive_mix,clear_mix,0.363542,0.061458
English#EN-Tenor-1#Pharyngeal#You Belong With Me#Control_Group#0010,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.363515,0.061485
English#EN-Alto-2#Vibrato#Dream It Possible#Vibrato_Group#0004,EN-Alto-2,Dream It Possible,Vibrato_Group,positive_mix,clear_mix,0.362643,0.062357
