item_name,wav_path,wav_fn,language,singer,song_name,group_name,mix,falsetto,breathy,vibrato,glissando,pharyngeal,any_tech,mix_variant,label_signature,binary_role,source_item_name,source_wav_path,anchor_label,anchor_event_family,anchor_event_type,anchor_window_variant,anchor_center_time,anchor_center_ratio,source_event_rank,event_start_time,event_end_time,event_duration,event_mix_prob,event_mix_margin,event_mean_pitch_hz,event_chest_prob,event_falsetto_prob,clip_start_time,clip_end_time,event_offset_start_time,event_offset_end_time,event_coverage_ratio,pair_positive_item_name,pair_distance
Chinese#ZH-Alto-1#Breathy#失落沙洲#Breathy_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Breathy_Group\0001.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Breathy_Group/0001.wav,Chinese,ZH-Alto-1,失落沙洲,Breathy_Group,0,0,1,0,0,0,1,non_mix,001000,breathy_group,,,,,,,,,,,,,,,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#失落沙洲#Breathy_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Breathy_Group\0002.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Breathy_Group/0002.wav,Chinese,ZH-Alto-1,失落沙洲,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,,,,,,,,,,,,,,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#失落沙洲#Breathy_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Breathy_Group\0003.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Breathy_Group/0003.wav,Chinese,ZH-Alto-1,失落沙洲,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,,,,,,,,,,,,,,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#失落沙洲#Breathy_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Breathy_Group\0004.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Breathy_Group/0004.wav,Chinese,ZH-Alto-1,失落沙洲,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,,,,,,,,,,,,,,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#失落沙洲#Breathy_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Breathy_Group\0005.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Breathy_Group/0005.wav,Chinese,ZH-Alto-1,失落沙洲,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,,,,,,,,,,,,,,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#失落沙洲#Breathy_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Breathy_Group\0006.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Breathy_Group/0006.wav,Chinese,ZH-Alto-1,失落沙洲,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,,,,,,,,,,,,,,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0000.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0000.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,,,,,,,,,,,,,,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0001.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0001.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,,,,,,,,,,,,,,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0002.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0002.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,,,,,,,,,,,,,,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0003.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0003.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,,,,,,,,,,,,,,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0005.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0005.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,,,,,,,,,,,,,,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0006.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0006.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,,,,,,,,,,,,,,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0007.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0007.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,,,,,,,,,,,,,,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#奇妙能力歌#Breathy_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\奇妙能力歌\Breathy_Group\0009.wav,Chinese/ZH-Alto-1/Breathy/奇妙能力歌/Breathy_Group/0009.wav,Chinese,ZH-Alto-1,奇妙能力歌,Breathy_Group,0,0,1,0,1,0,1,non_mix,001010,breathy_group,,,,,,,,,,,,,,,,,,,,,,,,
